Gene	ATS_Ac_1	ATS_Ac_2	ATS_Ac_3
gene_6157	1152	1113	1141
gene_6158	7200	7325	7141
gene_6159	539	597	604
gene_6160	801	768	709
gene_6161	2279	2334	2271
gene_6162	856	917	903
gene_6163	19	5	19
gene_6164	18	8	9
gene_6165	15	7	30
gene_6166	282	403	345
gene_6167	1801	2024	1602
gene_6168	719	699	618
gene_6169	12882	14813	13856
gene_6170	4159	4516	4231
gene_6171	1730	1941	1771
gene_6172	4901	5408	4907
gene_6173	2783	3001	2666
gene_6174	931	971	887
gene_6175	511	619	535
gene_6176	2246	2419	2032
gene_6177	1021	1252	1051
gene_6178	211	192	230
gene_6179	2039	2066	1996
gene_6180	669	686	636
gene_6181	5914	6226	6480
gene_6182	6764	7017	6824
gene_6183	4201	4483	3790
gene_6184	5554	6409	6076
gene_6185	571	464	492
gene_6186	933	884	805
gene_6187	829	739	778
gene_6188	3767	3820	3616
gene_6189	954	929	886
gene_6190	1051	1218	1272
gene_6191	1823	2043	1858
gene_6192	2494	2944	2650
gene_6193	2320	2734	2301
gene_6194	791	924	850
gene_6195	13897	15894	14491
gene_6196	3753	4638	4197
gene_6197	5685	5615	5328
gene_6198	196	233	175
gene_6199	3040	3474	2960
gene_6200	4300	4638	4193
gene_6201	924	938	871
gene_6202	43	45	56
gene_6203	2294	2302	2155
gene_6204	1119	1233	1134
gene_6205	280	227	293
gene_6206	478	504	394
gene_6207	2483	2536	2542
gene_6208	878	930	927
gene_6209	236	222	167
gene_6210	937	1017	909
gene_6211	10	0	3
gene_6212	43	23	19
gene_6213	2920	3060	3055
gene_6214	4729	4961	4798
gene_6215	897	857	828
gene_6216	232	278	201
gene_6217	1106	1256	1111
gene_6218	1345	1348	1204
gene_6219	153	95	129
gene_6220	1649	1931	1872
gene_6221	13195	14528	13649
gene_6222	1797	1728	1611
gene_6223	4955	4930	4812
gene_6224	4431	4776	4717
gene_6225	1801	1703	1698
gene_6226	2590	3169	2570
gene_6227	227	198	185
gene_6228	1776	2007	1599
gene_6229	3461	3752	3395
gene_6230	11100	13102	12333
gene_6231	74370	81983	77314
gene_6232	2341	2490	2382
gene_6233	1792	2009	1806
gene_6234	1011	1144	1026
gene_6235	3957	4422	3698
gene_6236	451	557	476
gene_6237	1195	1207	1019
gene_6238	16	10	4
gene_6239	35	38	30
gene_6240	3658	3842	3574
gene_6241	1106	1286	1228
gene_6242	2372	3002	2335
gene_6243	5773	6480	6047
gene_6244	1224	1325	1208
gene_6245	3652	4218	3878
gene_6246	10	22	9
gene_6247	2210	2179	2194
gene_6248	272	284	256
gene_6249	951	911	914
gene_6250	712	759	733
gene_6251	2694	3127	2940
gene_6252	1731	2055	1764
gene_6253	1303	1554	1612
gene_6255	1235	1341	1224
gene_6256	8581	9809	9580
gene_6257	6350	6899	6350
gene_6258	1215	1372	1287
gene_6259	5914	5942	5485
gene_6260	1444	1551	1550
gene_6261	3988	4238	4028
gene_6262	141	158	176
gene_6263	6561	7661	7351
gene_6264	1452	1645	1503
gene_6265	1178	1213	1277
gene_6266	190	153	210
gene_6267	0	2	0
gene_6268	3376	3431	3143
gene_6269	1215	1407	1197
gene_6270	1473	1643	1446
gene_6271	1928	2083	1949
gene_6272	5248	4349	4608
gene_6273	2719	2966	2785
gene_6274	2629	3166	2853
gene_6275	2471	2765	2306
gene_6276	1692	1848	1762
gene_6277	2162	2317	2236
gene_6278	2532	2599	2425
gene_6279	2542	2414	2149
gene_6281	1845	2144	1957
gene_6282	3799	3800	3558
gene_6283	2845	2959	2818
gene_6284	7467	8175	7414
gene_6285	3671	3716	3443
gene_6286	485	486	378
gene_6287	1575	1892	1697
gene_6288	984	1065	1009
gene_6289	1579	1686	1629
gene_6290	871	1012	895
gene_6291	1774	1785	1651
gene_6292	1466	1383	1343
gene_6293	1938	1929	1757
gene_6294	2536	2774	2581
gene_6295	1483	1593	1431
gene_6296	4269	4696	4613
gene_6297	2040	1844	2075
gene_6298	16	14	24
gene_6299	1621	1861	1463
gene_6300	1360	1399	1286
gene_6301	842	924	773
gene_6302	434	426	387
gene_6303	1880	1787	1656
gene_6304	542	708	599
gene_6305	3066	3347	3054
gene_6306	10515	10676	9941
gene_6307	1289	1519	1340
gene_6308	671	803	736
gene_6309	1898	1967	1744
gene_6310	180	175	152
gene_6311	1509	1781	1776
gene_6312	453	401	374
gene_6313	1453	1477	1531
gene_6314	9445	10052	9289
gene_6315	613	626	616
gene_6316	568	557	585
gene_6317	728	754	747
gene_6318	1391	1584	1533
gene_6319	576	602	533
gene_6320	4103	4700	4176
gene_6321	497	610	463
gene_6322	1229	1272	1351
gene_6323	1008	1074	957
gene_6324	131	129	109
gene_6325	2931	3045	2994
gene_6326	3446	3913	3248
gene_6327	66	71	74
gene_6328	4135	4613	4630
gene_6329	8564	9409	9545
gene_6330	4024	4393	3908
gene_6331	503	489	558
gene_6332	10917	12135	11088
gene_6333	341	384	311
gene_6334	2331	2700	2300
gene_6335	10	6	4
gene_6336	1460	1606	1377
gene_6337	1799	1989	1934
gene_6338	514	581	591
gene_6339	2325	2398	2415
gene_6340	35	72	44
gene_6341	2474	2760	2725
gene_6342	4981	4955	4793
gene_6343	788	894	776
gene_6344	1485	1510	1489
gene_6345	1324	1336	1256
gene_6346	1342	1379	1461
gene_6347	452	442	472
gene_6348	111	128	109
gene_6349	9808	9950	9417
gene_6350	2300	2523	2333
gene_6351	1833	1891	1834
gene_6352	5026	4706	4663
gene_6354	1595	1808	1669
gene_6355	294	498	363
gene_6356	546	514	571
gene_6357	2736	2858	2993
gene_6358	3626	3887	3481
gene_6359	1330	1503	1284
gene_6360	2031	2410	2147
gene_6361	11411	10241	10848
gene_6362	2299	2206	2207
gene_6363	514	545	460
gene_6364	10065	11381	9791
gene_6366	405	531	510
gene_6367	1192	966	1092
gene_6368	1297	1303	1115
gene_6369	1479	1676	1472
gene_6370	1384	1493	1343
gene_6371	916	1009	853
gene_6372	1753	2098	1862
gene_6373	5617	6158	5599
gene_6374	3750	4385	3762
gene_6375	2814	2972	2888
gene_6376	1056	1326	1240
gene_6377	2197	2365	2247
gene_6378	1073	1136	1115
gene_6379	2172	2380	2086
gene_6380	2939	2967	2797
gene_6381	2008	2100	2050
gene_6382	225	242	228
gene_6383	1836	2124	1894
gene_6384	627	736	645
gene_6385	4064	4588	4121
gene_6387	9	2	2
gene_6388	3	7	3
gene_6389	82	107	94
gene_6390	2059	2140	2032
gene_6391	5501	6179	5937
gene_6392	1253	1470	1443
gene_6393	61	31	66
gene_6394	70	42	78
gene_6396	0	0	0
gene_6397	1733	1916	1663
gene_6398	5295	5563	5301
gene_6399	2535	2733	2809
gene_6400	1011	1128	1066
gene_6401	4454	4942	4372
gene_6403	6919	7714	6762
gene_6404	2	0	0
gene_6405	4	0	6
gene_6406	4544	4722	4469
gene_6407	952	1119	961
gene_6408	1671	1837	1626
gene_6409	1606	1848	1694
gene_6410	8	4	10
gene_6411	4641	4860	4916
gene_6412	3258	3209	3016
gene_6413	3587	3891	3466
gene_6414	1915	1961	1859
gene_6415	1271	1388	1252
gene_6416	1731	1867	1758
gene_6417	1252	1339	1235
gene_6418	341	406	429
gene_6419	853	977	774
gene_6420	383	355	371
gene_6421	663	712	657
gene_6422	550	522	576
gene_6423	356	438	360
gene_6424	1194	1340	1282
gene_6425	0	0	0
gene_6426	4	6	5
gene_6428	1	0	0
gene_6429	0	0	0
gene_6430	1254	1237	1167
gene_6431	528	486	504
gene_6432	2882	2987	2808
gene_6433	1020	1212	989
gene_6434	493	540	428
gene_6435	21	4	4
gene_6436	2298	2146	2192
gene_6437	57471	62632	56634
gene_6438	0	0	0
gene_6439	330	461	455
gene_6440	1123	1097	1034
gene_6441	20046	23045	21760
gene_6442	132688	149091	137137
gene_6443	1104	1286	1139
gene_6444	500	489	419
gene_6445	265	310	178
gene_6446	1	5	0
gene_6447	6161	6539	6095
gene_6448	255	219	247
gene_6449	3391	3968	3381
gene_6450	1336	1815	1606
gene_6451	28	11	21
gene_6452	764	885	780
gene_6453	376	376	356
gene_6454	5430	5835	5080
gene_6455	1538	1678	1580
gene_6456	237	252	217
gene_6457	251	300	255
gene_6458	40	37	34
gene_6459	0	0	0
